epoch,label_percent,labeled_samples,unlabeled_samples,loss,sup_loss,lv_loss,dice,iou,val_model_source,val_loss,val_sup_loss,val_lv_loss,val_dice,val_iou,val_dice_student,val_iou_student,val_dice_ema,val_iou_ema,train_pseudo_valid_ratio,epi_bank_size
1,50.0,2858,2858,0.672427510884073,0.672427510884073,0.0,0.5040360142787298,0.3724483922123909,student,0.5802907890335841,0.5802907890335841,0.0,0.5766061716683684,0.4370637223426907,0.5766061716683684,0.4370637223426907,4.4699517079740573e-10,4.4699517079740573e-10,0.0,960
2,50.0,2858,2858,0.4705444378985299,0.4705444378985299,0.0,0.6669190029303232,0.5294970721006393,student,0.5130424639868353,0.5130424639868353,0.0,0.623685527673712,0.4829696190782658,0.623685527673712,0.4829696190782658,4.4699517079740573e-10,4.4699517079740573e-10,0.0,1605
3,50.0,2858,2858,0.3841506199704276,0.3841506199704276,0.0,0.7573213477929434,0.640385498603185,student,0.3715036961062961,0.3715036961062961,0.0,0.7147432950262093,0.5900008985427312,0.7147432950262093,0.5900008985427312,4.4699517079740573e-10,4.4699517079740573e-10,0.0,2007
4,50.0,2858,2858,0.2954599988129404,0.2954599988129404,0.0,0.7394190828005472,0.6253110269705454,student,0.3147678514140898,0.3147678514140898,0.0,0.7317601684259317,0.6133613561399338,0.7317601684259317,0.6133613561399338,4.4699517079740573e-10,4.4699517079740573e-10,0.0,2281
5,50.0,2858,2858,0.2473205427328745,0.2473205427328745,0.0,0.7528899709383646,0.6415347655614217,student,0.2916903768993908,0.2916903768993908,0.0,0.759047437373202,0.6452267476526318,0.759047437373202,0.6452267476526318,4.4699517079740573e-10,4.4699517079740573e-10,0.0,2490
6,50.0,2858,2858,0.2161703379617797,0.2161703379617797,0.0,0.7751957178115845,0.6695997416973114,student,0.2778216690930392,0.2778216690930392,0.0,0.7488258947768855,0.6365336334063008,0.7488258947768855,0.6365336334063008,4.4699517079740573e-10,4.4699517079740573e-10,0.0,2610
7,50.0,2858,2858,0.204052288002438,0.204052288002438,0.0,0.751722663640976,0.6383558412392935,student,0.2550721364558536,0.2550721364558536,0.0,0.7731970659580324,0.6625894862008812,0.7731970659580324,0.6625894862008812,4.4699517079740573e-10,4.4699517079740573e-10,0.0,2684
8,50.0,2858,2858,0.1895942787329355,0.1895942787329355,0.0,0.7862462600072225,0.6745885908603668,student,0.2482854703283543,0.2482854703283543,0.0,0.771371558882124,0.66445355243496,0.771371558882124,0.66445355243496,4.4699517079740573e-10,4.4699517079740573e-10,0.0,2758
9,50.0,2858,2858,0.1792953833937645,0.1792953833937645,0.0,0.7979031205177307,0.6946199834346771,student,0.2388971853373015,0.2388971853373015,0.0,0.7782951590479296,0.6709967828280781,0.7782951590479296,0.6709967828280781,4.4699517079740573e-10,4.4699517079740573e-10,0.0,2784
10,50.0,2858,2858,0.1727213700612386,0.1726944585641225,2.691152363291217e-05,0.8241725265979767,0.7256321807702383,student,0.2406860311561902,0.2406860311561902,0.0,0.7730789240879808,0.664440732055648,0.7730789240879808,0.664440732055648,4.4699517079740573e-10,4.4699517079740573e-10,2.58811199576788e-06,2813
11,50.0,2858,2858,0.1649990772207578,0.1646500342422061,0.0003490427204976,0.8285221556822459,0.7326090236504873,student,0.2313123992100055,0.2313123992100055,0.0,0.7870566799058374,0.6815590041346112,0.7870566799058374,0.6815590041346112,4.4699517079740573e-10,4.4699517079740573e-10,0.0173824384414021,2823
