epoch,label_percent,labeled_samples,unlabeled_samples,loss,sup_loss,lv_loss,dice,iou,val_model_source,val_loss,val_sup_loss,val_lv_loss,val_dice,val_iou,val_dice_student,val_iou_student,val_dice_ema,val_iou_ema,train_pseudo_valid_ratio,epi_bank_size
1,100.0,5716,0,0.614318668176342,0.614318668176342,0.0,0.5667766742408276,0.4365336745977402,student,0.4950125329431076,0.4950125329431076,0.0,0.6460572935385334,0.5124759582934303,0.6460572935385334,0.5124759582934303,4.4699517079740573e-10,4.4699517079740573e-10,0.0,0
2,100.0,5716,0,0.3917461483838172,0.3917461483838172,0.0,0.7232048312822977,0.5971975972255071,student,0.3776620908414174,0.3776620908414174,0.0,0.7191419887158986,0.5968974366982222,0.7191419887158986,0.5968974366982222,4.4699517079740573e-10,4.4699517079740573e-10,0.0,0
3,100.0,5716,0,0.2745977936510267,0.2745977936510267,0.0,0.7366361518700918,0.6192789375782013,student,0.307845666681327,0.307845666681327,0.0,0.7450304908131785,0.6272784038137271,0.7450304908131785,0.6272784038137271,4.4699517079740573e-10,4.4699517079740573e-10,0.0,0
4,100.0,5716,0,0.2151260052146858,0.2151260052146858,0.0,0.7609706223011017,0.6541247169176737,student,0.2775100876060376,0.2775100876060376,0.0,0.7447989535882308,0.6281657701943453,0.7447989535882308,0.6281657701943453,4.4699517079740573e-10,4.4699517079740573e-10,0.0,0
5,100.0,5716,0,0.1923007301611607,0.1923007301611607,0.0,0.7706452161073685,0.662546843290329,student,0.2420083473849079,0.2420083473849079,0.0,0.7830219174949667,0.6787436264140194,0.7830219174949667,0.6787436264140194,4.4699517079740573e-10,4.4699517079740573e-10,0.0,0
6,100.0,5716,0,0.1770671564024254,0.1770671564024254,0.0,0.7900750239690145,0.6832280506690344,student,0.2340970869515641,0.2340970869515641,0.0,0.7909465225281792,0.6867910206860142,0.7909465225281792,0.6867910206860142,4.4699517079740573e-10,4.4699517079740573e-10,0.0,0
7,100.0,5716,0,0.1694994588803978,0.1694994588803978,0.0,0.7974309474229813,0.6954852292935053,student,0.2352058807605626,0.2352058807605626,0.0,0.7761005536920963,0.6684627696882185,0.7761005536920963,0.6684627696882185,4.4699517079740573e-10,4.4699517079740573e-10,0.0,0
8,100.0,5716,0,0.162199361281022,0.162199361281022,0.0,0.7840264638264974,0.678971603512764,student,0.227484452173875,0.227484452173875,0.0,0.7881623678394262,0.6871123436533378,0.7881623678394262,0.6871123436533378,0.0977780626235598,0.0597743105177198,0.0,0
9,100.0,5716,0,0.155214340993146,0.155214340993146,0.0,0.8238108505805334,0.7271736711263657,student,0.2335277685988107,0.2335277685988107,0.0,0.7994489422455128,0.6988293503530381,0.7994489422455128,0.6988293503530381,0.3600916264355808,0.2627119047396495,0.0,0
10,100.0,5716,0,0.1534597583156724,0.1534597583156724,0.0,0.812358225385348,0.7119301855564117,student,0.2178058953469578,0.2178058953469578,0.0,0.8028037108434005,0.703649845717252,0.8028037108434005,0.703649845717252,0.5484894938907731,0.4386350943376502,0.0,0
11,100.0,5716,0,0.1495688290819109,0.1495688290819109,0.0,0.8259145319461823,0.7300758063793182,student,0.21720228815012,0.21720228815012,0.0,0.8095348379343352,0.71098213445231,0.8095348379343352,0.71098213445231,0.6640068335996966,0.5518289398196029,0.0,0
12,100.0,5716,0,0.1458070986597231,0.1458070986597231,0.0,0.7957573036352793,0.6902645428975424,student,0.2160512108102889,0.2160512108102889,0.0,0.8052972739104878,0.7065957517286878,0.8052972739104878,0.7065957517286878,0.7302957851624806,0.6162213398661123,0.0,0
13,100.0,5716,0,0.1425371661615771,0.1425371661615771,0.0,0.8192246009906133,0.7215253313382467,student,0.2134897345800847,0.2134897345800847,0.0,0.8056788126683219,0.7050603959758938,0.8056788126683219,0.7050603959758938,0.7575379370642009,0.6453479495892749,0.0,0
14,100.0,5716,0,0.1406925502103134,0.1406925502103134,0.0,0.8166431784629822,0.7201366424560547,student,0.2083587132190974,0.2083587132190974,0.0,0.8124462723565151,0.7162232714319997,0.8124462723565151,0.7162232714319997,0.7707975296560412,0.6614447769541437,0.0,0
15,100.0,5716,0,0.1369302048862979,0.1369302048862979,0.0,0.8250402410825094,0.7312728067239126,student,0.2102759561499488,0.2102759561499488,0.0,0.814507494655166,0.7180373456780105,0.814507494655166,0.7180373456780105,0.7843066058933026,0.6782412936922718,0.0,0
16,100.0,5716,0,0.1342984348036057,0.1342984348036057,0.0,0.8288236012061437,0.7353014151255289,student,0.207320440735243,0.207320440735243,0.0,0.8129744451307933,0.7171134554563994,0.8129744451307933,0.7171134554563994,0.7936638191999298,0.690196984251368,0.0,0
17,100.0,5716,0,0.1297259032726287,0.1297259032726287,0.0,0.8257994552453359,0.7300840119520823,student,0.2096417490379888,0.2096417490379888,0.0,0.8131393211717118,0.715165161644353,0.8131393211717118,0.715165161644353,0.8013775975575724,0.700280827271346,0.0,0
18,100.0,5716,0,0.1283490204111823,0.1283490204111823,0.0,0.8320029079914093,0.7407797475655874,student,0.2060891957634224,0.2060891957634224,0.0,0.8157402656143408,0.7192744614362216,0.8157402656143408,0.7192744614362216,0.8082200777205326,0.7087481179130586,0.0,0
19,100.0,5716,0,0.1265627549097524,0.1265627549097524,0.0,0.82423435151577,0.7288977950811386,student,0.2101883398769117,0.2101883398769117,0.0,0.8140939816550995,0.716961147319695,0.8140939816550995,0.716961147319695,0.8116291871097556,0.7130292453408825,0.0,0
20,100.0,5716,0,0.1223436595674333,0.1223436595674333,0.0,0.8455888082583746,0.7550174097220103,student,0.2029430576143271,0.2029430576143271,0.0,0.8220175056294013,0.7260312353755478,0.8220175056294013,0.7260312353755478,0.8144098745516917,0.7167041102767074,0.0,0
21,100.0,5716,0,0.1197492804107719,0.1197492804107719,0.0,0.8493603020906448,0.7608279635508856,student,0.2040599632651093,0.2040599632651093,0.0,0.8206389087993337,0.7240182417018002,0.8206389087993337,0.7240182417018002,0.8166370031047818,0.7197230333544475,0.0,0
22,100.0,5716,0,0.1164106396989449,0.1164106396989449,0.0,0.8267945498228073,0.732450450460116,student,0.2024877017365209,0.2024877017365209,0.0,0.8227198041344623,0.7277983083768355,0.8227198041344623,0.7277983083768355,0.8187819512429314,0.7224347663976831,0.0,0
23,100.0,5716,0,0.1150705972946555,0.1150705972946555,0.0,0.8503857851028442,0.7630209177732468,student,0.2024131589852654,0.2024131589852654,0.0,0.8235389001724852,0.728173008909419,0.8235389001724852,0.728173008909419,0.8206246940717571,0.7246668661616747,0.0,0
24,100.0,5716,0,0.1113432088877235,0.1113432088877235,0.0,0.8591424028078715,0.7729686299959818,student,0.2033504573843377,0.2033504573843377,0.0,0.8226966950925102,0.7278450620683279,0.8226966950925102,0.7278450620683279,0.8222178549846625,0.7266098230847785,0.0,0
25,100.0,5716,0,0.1086295541771297,0.1086295541771297,0.0,0.8606503953536352,0.7741402983665466,student,0.2043562161392728,0.2043562161392728,0.0,0.8243768548865348,0.7300142423100535,0.8243768548865348,0.7300142423100535,0.8233208773101102,0.7280710995656114,0.0,0
